Metadata Purification,W,qwqwqwqwqwqqqeqaqeq,0,readideatime
Metronome Gambit,SE,qwqqqwqaqddq,0,delayrod
Metronome Reflection,SE,qwqqqwqawaaw,0,getrodstamp
Noetic Gateway,NE,qeewwwweeqeqeewwwweeqdqqdwwwdqeqdwwwdqdadwwdqdwwddadaqadaawww,1,dimteleport
Particle Burst,E,deeeewaaddwqqqqa,0,particleburst
Pharmacist's Dstln.,SW,qqqqqedwdwd,0,getstatusduration
Pharmacist's Dstln. II,SE,eeeeeqawawa,0,getstatuslevel
Retrieve Idea,W,qwqwqwqwqwqqqwedewq,0,readidea
Scrutinize Sentinel,E,waeawaeddwwd,0,readsentinel
Spatial Interchange,E,wqqqwwwwwqqqwwwqdaqadwqqwdaqadweqeqqqqeqeqaqeqedeqeqa,1,swapspace
Spatial Reflection,W,wqwqwqwqwqwaeqqe,0,getdim1
Spatial Reflection II,W,wqwqwqwqwqwaqeeq,0,getdim2
Stealth Shroud,E,wawwwdwdwwaqqqqqe,1,resistdetection
Zone Exltn.: Not-Status,E,qweeeeewq,0,getbystatusinverse
Zone Exltn.: Status,E,ewqqqqqwe,0,getbystatus
Anchorite's Flight,SW,awawaawq,0,flight/local
Wayfarer's Flight,NE,dwdwdewq,0,flight/travel
